Name,age,country,category,image,marital_status,Education,net_worth,Degree,first_name,Gender
Alain Wertheimer,53.0,France,businessmen,https://static0.therichestimages.com/wordpress/wp-content/uploads/20080306PHOWWW00148.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Ecole Polytechnique (Bachelor of Arts & Science),27400.0,Graduate,Alain,male
Alain and Gerard Wertheimer,53.0,Others,businessmen,https://static1.therichestimages.com/wordpress/wp-content/uploads/2013/06/Alain-and-Gerard-Wertheimer.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,27400.0,high school,Alain,male
Paul Allen,68.0,Others,businessmen,https://static2.therichestimages.com/wordpress/wp-content/uploads/Paul-Allen2.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,"Dropout, Washington State University",27100.0,Post Graduate,Paul,male
David Thomson,63.0,Canada,businessmen,https://static3.therichestimages.com/wordpress/wp-content/uploads/David-Thomson1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,University of Cambridge,27000.0,Post Graduate,David,male
Lee Shau Kee,93.0,Others,businessmen,https://static1.therichestimages.com/wordpress/wp-content/uploads/7PNH.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,,26200.0,high school,Lee,male
Francois-Henri Pinault,58.0,France,businessmen,https://static2.therichestimages.com/wordpress/wp-content/uploads/2011/08/Francois-Henri-Pinault.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,HEC School of Management,25500.0,Graduate,Francois-Henri,others
Len Blavatnik,63.0,United states,businessmen,https://static3.therichestimages.com/wordpress/wp-content/uploads/sipaphotostwo304467-sipausa30046010000042_a_p.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Columbia University, Harvard University, Moscow State University",25300.0,Post Graduate,Len,male
Rupert Murdoch,90.0,United states,businessmen,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/07/Rupert-Murdoch.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,"Worcester College, Oxford",24100.0,Graduate,Rupert,male
Leonid Mikhelson,65.0,Russia,businessmen,https://static1.therichestimages.com/wordpress/wp-content/uploads/2013/06/leonid_mikhelson.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Kuibyshev Civil Engineering Institute,23800.0,Graduate,Leonid,male
Dieter Schwarz,80.0,Germany,businessmen,https://static1.therichestimages.com/wordpress/wp-content/uploads/2015/04/Dieter-Schwarz.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Hurtwood House school,23200.0,Graduate,Dieter,male
Pallonji Mistry,53.0,Ireland,businessmen,https://static2.therichestimages.com/wordpress/wp-content/uploads/pallonji-mistry.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Imperial College London,22900.0,Graduate,Pallonji,others
Azim Premji,75.0,India,businessmen,https://static1.therichestimages.com/wordpress/wp-content/uploads/2011/05/Azim-Premji.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Stanford University,22200.0,Post Graduate,Azim,male
Vladimir Potanin,60.0,Russia,businessmen,https://static0.therichestimages.com/wordpress/wp-content/uploads/download2.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Moscow State Institute of International Relations,21100.0,Graduate,Vladimir,male
Vladimir Lisin,64.0,Russia,businessmen,https://static0.therichestimages.com/wordpress/wp-content/uploads/1317817092_select_image_124_image_0_Y.gif?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Siberian Metallurgic Institute, Russian Presidential Academy of National Economy and Public Administration",21100.0,Graduate,Vladimir,male
Carl Icahn,85.0,United states,businessmen,https://static2.therichestimages.com/wordpress/wp-content/uploads/2013/05/Carl-Icahn.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Princeton University, New York University School of Medicine, New York University, Far Rockaway High School",20100.0,Post Graduate,Carl,male
Alisher Usmanov,67.0,Russia,businessmen,https://static1.therichestimages.com/wordpress/wp-content/uploads/2011/05/Alisher-Usmanov.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Moscow Institute of International Relations,17200.0,Graduate,Alisher,male
Vagit Alekperov,70.0,Russia,businessmen,https://static0.therichestimages.com/wordpress/wp-content/uploads/vagit-alekperov.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Azerbaijan State Oil Academy,17200.0,Graduate,Vagit,others
Donald Bren,88.0,United states,businessmen,https://static2.therichestimages.com/wordpress/wp-content/uploads/1327485398.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of Washington,17200.0,Post Graduate,Donald,male
He Xiangjian,53.0,China,businessmen,https://static1.therichestimages.com/wordpress/wp-content/uploads/he-xiangjian_416x416.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Shenzhen University,17000.0,Post Graduate,He,female
Gennady Timchenko,68.0,Russia,businessmen,https://static2.therichestimages.com/wordpress/wp-content/uploads/E29FBC3E-14B4-42B8-A04C-7E3D94765A99_w640_r1_s_cx0_cy4_cw0.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Leningrad Mechanical Institute,17000.0,Graduate,Gennady,male
Ray Dalio,71.0,United states,businessmen,https://static1.therichestimages.com/wordpress/wp-content/uploads/Ray-Dalio.gif?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Long Island University, Harvard Business School, Harvard University",16900.0,Post Graduate,Ray,male
Lee Kun-Hee,79.0,Others,businessmen,https://static3.therichestimages.com/wordpress/wp-content/uploads/Lee-Kun-hee.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"George Washington University, Waseda University",16800.0,Post Graduate,Lee,male
Takemitsu Takizaki,53.0,Japan,businessmen,https://static2.therichestimages.com/wordpress/wp-content/uploads/2013/10/takemitsu-takizaki1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Amagasaki Industry High School,16800.0,high school,Takemitsu,others
Zhang Zhidong,53.0,China,businessmen,https://static3.therichestimages.com/wordpress/wp-content/uploads/2013/08/zhang-zhidong_416x416.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"South China University of Technology, Shenzhen University",16800.0,Post Graduate,Zhang,female
Heinz Hermann Thiele,80.0,Germany,businessmen,https://static2.therichestimages.com/wordpress/wp-content/uploads/2018/08/Heinz_Hermann_Thiele_Knorr-Bremse_AG.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"LLM, University of Munich",16700.0,Post Graduate,Heinz,male
Lui Che Woo,91.0,China,businessmen,https://static1.therichestimages.com/wordpress/wp-content/uploads/2013/07/Lui-Che-Woo.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Shenzhen University,16700.0,Post Graduate,Lui,others
Stephen Schwarzman,74.0,United states,businessmen,https://static3.therichestimages.com/wordpress/wp-content/uploads/MSHARIQEN-2488-1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Yale University,  Harvard Business School, Harvard University, Abington Senior High School",16700.0,Post Graduate,Stephen,male
Cheng Yu-Tung,95.0,Others,businessmen,https://static2.therichestimages.com/wordpress/wp-content/uploads/cheng-yu-tung.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,16500.0,high school,Cheng,female
R. Budi Hartono,80.0,China,businessmen,https://static1.therichestimages.com/wordpress/wp-content/uploads/r-budi-hartono.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Diponegoro University,16500.0,Post Graduate,R.,others
Wang Jianlin,66.0,China,businessmen,https://static2.therichestimages.com/wordpress/wp-content/uploads/2019/02/Wang-Jianlin.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Liaoning University,16300.0,Post Graduate,Wang,female
Thomas Peterffy,53.0,United states,businessmen,https://static1.therichestimages.com/wordpress/wp-content/uploads/ThomasPeterffy02.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,Syracuse University,16300.0,Post Graduate,Thomas,male
Aliko Dangote,64.0,Others,businessmen,https://static0.therichestimages.com/wordpress/wp-content/uploads/Aliko-Dangote1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Al-Azhar University,16100.000000000002,Post Graduate,Aliko,others
Stefan Persson,73.0,Others,businessmen,https://static2.therichestimages.com/wordpress/wp-content/uploads/Stefan-Persson1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"University of Stockholm, Lund University",16100.000000000002,Post Graduate,Stefan,male
William Ding,49.0,China,businessmen,https://static3.therichestimages.com/wordpress/wp-content/uploads/0801_beijingbills_02.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of Electronic Science and Technology of China,15500.0,Post Graduate,William,male
Roman Abramovich,54.0,Russia,businessmen,https://static3.therichestimages.com/wordpress/wp-content/uploads/2014/03/abramovich-chelsea-ronaldo-mourinho.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,Gubkin Institute of Oil and Gas,15100.0,Graduate,Roman,male
John Menard Jr,81.0,United states,businessmen,https://static1.therichestimages.com/wordpress/wp-content/uploads/2018/12/John-Menard-Jr..jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of Wisconsin-Eau Claire,15000.0,Post Graduate,John,male
Prince Al-Waleed bin Talal,66.0,Others,businessmen,https://static1.therichestimages.com/wordpress/wp-content/uploads/2012/06/saudi-billionaire-who-invested-300-million-in-twitter-says-he-will-not-be-selling-a-single-share1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"B.A.S. / Menlo College, M.Sc. / Syracuse University",15000.0,Graduate,Prince,male
Eric Schmidt,65.0,United states,businessmen,https://static1.therichestimages.com/wordpress/wp-content/uploads/Eric_Schmidt.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,"University of California - Berkeley, Princeton University, Yorktown High School",14700.0,Post Graduate,Eric,male
Viktor Vekselberg,65.0,Russia,businessmen,https://static0.therichestimages.com/wordpress/wp-content/uploads/Viktor_Vekselberg_Net_Work.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Bachelor of Arts and Science (MIIT),14200.0,Graduate,Viktor,male
Michael Hartono,53.0,China,businessmen,https://static1.therichestimages.com/wordpress/wp-content/uploads/r-budi-michael-hartono_416x416.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Diponegoro University ,14100.0,Post Graduate,Michael,male
Harold Hamm,75.0,United states,businessmen,https://static2.therichestimages.com/wordpress/wp-content/uploads/harold-hamm.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,Enid High School,14100.0,high school,Harold,male
Lakshmi Mittal,70.0,India,businessmen,https://static1.therichestimages.com/wordpress/wp-content/uploads/2013/08/MittalLakshmi.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,St. Xavier's College Calcutta,14000.0,Graduate,Lakshmi,female
Uday Kotak,62.0,India,businessmen,https://static2.therichestimages.com/wordpress/wp-content/uploads/2019/05/Uday-Kotak.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Jamnalal Bajaj Institute of Management Studies,13700.0,Graduate,Uday,male
Andrey Melnichenko,49.0,Russia,businessmen,https://static0.therichestimages.com/wordpress/wp-content/uploads/2012/05/andrey-melnichenko-1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Plekhanov Russian University of Economics, Moscow State University",13700.0,Post Graduate,Andrey,male
Li Shufu,58.0,China,businessmen,https://static1.therichestimages.com/wordpress/wp-content/uploads/12042516559288.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Yanshan University,13700.0,Post Graduate,Li,female
Alejandro Santo Domingo Davila,44.0,United states,businessmen,https://static0.therichestimages.com/wordpress/wp-content/uploads/2012/03/Alejandro-Santo-Domingo.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,Harvard University,13500.0,Post Graduate,Alejandro,male
Klaus-Michael Kuehne,84.0,Germany,businessmen,https://static3.therichestimages.com/wordpress/wp-content/uploads/klaus-michael-kuhne.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Hurtwood House school,13400.0,Graduate,Klaus-Michael,others
Dietrich Mateschitz,76.0,Others,businessmen,https://static3.therichestimages.com/wordpress/wp-content/uploads/2013/04/Dietrich-Mateschitz.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,in a relationship,Vienna University of Economics and Business Administration ,13300.0,Post Graduate,Dietrich,male
Mikhail Fridman,56.0,Russia,businessmen,https://static1.therichestimages.com/wordpress/wp-content/uploads/Kommersant-Fridman468.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Moscow Institute of Steel and Alloys ,13100.0,Graduate,Mikhail,male
Kjeld Kirk Kristiansen,73.0,Others,businessmen,https://static2.therichestimages.com/wordpress/wp-content/uploads/Kjeld-Kirk-Kristiansen.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Science, Aarhus Business School; Master of Business Administration, International Institute for Management and Development",12900.0,Graduate,Kjeld,male
Georg Schaeffler,55.0,Germany,businessmen,https://static0.therichestimages.com/wordpress/wp-content/uploads/2015/04/Georg-Schaeffler.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,"University of St. Gallen, Duke University",12900.0,Post Graduate,Georg,male
Thomas and Raymond Kwok,69.0,Others,businessmen,https://static0.therichestimages.com/wordpress/wp-content/uploads/thomas-raymond-kwok.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"London Business School, Imperial College, & Cambridge University, Harvard Business School",12900.0,Graduate,Thomas,male
Carl Cook,58.0,United states,businessmen,https://static0.therichestimages.com/wordpress/wp-content/uploads/2015/04/Carl-Cook.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"University of Iowa, Purdue University",12800.0,Post Graduate,Carl,male
James Goodnight,78.0,United states,businessmen,https://static3.therichestimages.com/wordpress/wp-content/uploads/james_goodnight.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"North Carolina State University, New Hanover High School",12800.0,Post Graduate,James,male
Hugh Grosvenor,29.0,United kingdom,businessmen,https://static2.therichestimages.com/wordpress/wp-content/uploads/2016/11/Hugh-Grosvenor.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,Newcastle University,12400.0,Post Graduate,Hugh,male
James and Arthur Irving,53.0,Canada,businessmen,https://static0.therichestimages.com/wordpress/wp-content/uploads/7C7BC9E4408C302955D0FE9360F573.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,McMaster University,12340.0,Post Graduate,James,male
Gong Hongjia,55.0,China,businessmen,https://static3.therichestimages.com/wordpress/wp-content/uploads/2017/03/Gong-Hongjia.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Huazhong University of Science and Technology,12100.0,Post Graduate,Gong,female
Philip Anschutz,81.0,United states,businessmen,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/03/Philip-Anschutz.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"University of Kansas, Wichita East High School",12100.0,Post Graduate,Philip,male
Hans Rausing,95.0,Others,businessmen,https://static1.therichestimages.com/wordpress/wp-content/uploads/2018/11/Hans-Rausing.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Lund University,12000.0,Post Graduate,Hans,male
Robin Li,52.0,China,businessmen,https://static3.therichestimages.com/wordpress/wp-content/uploads/robin-li.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"University at Buffalo, The State University of New York, Peking University",12000.0,Post Graduate,Robin,male
Thomas Frist Jr.,53.0,United states,businessmen,https://static1.therichestimages.com/wordpress/wp-content/uploads/XA34.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Washington University in St. Louis, Vanderbilt University",11900.0,Post Graduate,Thomas,male
Petr Kellner,56.0,Others,businessmen,https://static3.therichestimages.com/wordpress/wp-content/uploads/Petr-Kellner.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"University of Economics, Prague",11500.0,Post Graduate,Petr,male
Micky Arison,71.0,United states,businessmen,https://static0.therichestimages.com/wordpress/wp-content/uploads/Micky-Arison.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of Miami ,11400.0,Post Graduate,Micky,male
Reinhold Wuerth,85.0,Germany,businessmen,https://static0.therichestimages.com/wordpress/wp-content/uploads/Reinhold-Wurth.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Hurtwood House school,11400.0,Graduate,Reinhold,male
Lei Jun,53.0,Others,businessmen,https://static3.therichestimages.com/wordpress/wp-content/uploads/2013/09/0717_xiaomi-lei-jun_600.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Wuhan University,11400.0,Post Graduate,Lei,female
Elon Musk,49.0,Others,ceos,https://static2.therichestimages.com/wordpress/wp-content/uploads/2012/03/Elon-Musk.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,"Pretoria Boys High School, Queen's University, More",163900.0,Post Graduate,Elon,male
Charles Koch,85.0,United states,ceos,https://static3.therichestimages.com/wordpress/wp-content/uploads/2012/04/07.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Massachusetts Institute of Technology (MIT),54200.0,Graduate,Charles,male
Jim Walton,72.0,United states,ceos,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/09/jim-c_130112233670063533.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of Arkansas,53300.0,Post Graduate,Jim,male
Tadashi Yanai,72.0,Japan,ceos,https://static2.therichestimages.com/wordpress/wp-content/uploads/2013/10/td2.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Waseda University,30400.0,Post Graduate,Tadashi,male
Serge Dassault,96.0,France,ceos,https://static2.therichestimages.com/wordpress/wp-content/uploads/Serge_Dassault1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Ecole Polytechnique (Bachelor of Arts & Science),22500.0,Graduate,Serge,male
Alexey Mordashov,55.0,Others,ceos,https://static1.therichestimages.com/wordpress/wp-content/uploads/alexey-mordashov_416x416.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,18700.0,high school,Alexey,male
James Ratcliffe,68.0,United kingdom,ceos,https://static0.therichestimages.com/wordpress/wp-content/uploads/07_05_2013_343466k.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of Birmingham and London Business School,17400.0,Post Graduate,James,male
Sallie Krawcheck,56.0,United states,ceos,https://static1.therichestimages.com/wordpress/wp-content/uploads/2018/05/Sallie-Krawcheck-photo.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Columbia Business School,17200.0,Graduate,Sallie,female
