Name,age,country,category,image,marital_status,Education,net_worth,Degree
Taylor Hall,28,Canada,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2014/12/Taylor-Hall1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Single,,$12.3 Million,
Don Cherry,87,N/A,hockey-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/Don-Cherry.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,,$12 Million,
Jakub Voracek,30,N/A,hockey-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2015/06/Jakub-Voracek.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Single,,$12 Million,
Slavica Ecclestone,62,United kingdom,models,https://static2.therichestimages.com/wordpress/wp-content/uploads/2011/05/Slavica-Ecclestone.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorced (Bernie Ecclestone),Unknown,$1.2 Billion,Graduate
Victoria Beckham,46,United kingdom,models,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/06/victoria_beckham_bob_brown_bla.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (David Beckham),,$450 Million,
Kathy Ireland,58,United states,models,https://static0.therichestimages.com/wordpress/wp-content/uploads/Kathy-Ireland1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Greg Olsen),,$360 Million,
Gisele Bundchen,39,Brazil,models,https://static3.therichestimages.com/wordpress/wp-content/uploads/2012/06/gb2.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Tom Brady),Drop Out,$360 Million,Graduate
Tamara Ecclestone,36,United kingdom,models,https://static1.therichestimages.com/wordpress/wp-content/uploads/2011/06/tamara_ecclestone.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Single,"Drop Out, London School of Economics/Univ. College London",$300 Million,Graduate
Jane Holzer,80,N/A,models,https://static2.therichestimages.com/wordpress/wp-content/uploads/jane_holzer_2011_12_02.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married to Leonard Holzer,,$200 Million,
Juanita Jordan,61,United states,models,https://static0.therichestimages.com/wordpress/wp-content/uploads/2013/03/Juanita-Jordan.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorced (Michael Jordan),,$170 Million,
Sofia Vergara,48,United states,models,https://static3.therichestimages.com/wordpress/wp-content/uploads/2019/05/sofia-vergara.jpeg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Joe Manganiello),Colegio Marymount,$160 Million,Graduate
Paris Hilton,40,United states,models,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/12/paris-hilton.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Single,Canterbury Boarding School,$100 Million,Graduate
Cindy Crawford,55,United states,models,https://static1.therichestimages.com/wordpress/wp-content/uploads/2011/04/Cindy_Crawford.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Rande Gerber),"Northwestern University (Drop Out), DeKalb High School",$100 Million,Graduate
Elin Nordegren,41,N/A,models,https://static0.therichestimages.com/wordpress/wp-content/uploads/2014/03/1374274322_78220062_elin-nordegren-zoom.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Spouse: Tiger Woods (m. 2004–2010),,$100 Million,
Lydia Hearst-Shaw,36,United states,models,https://static2.therichestimages.com/wordpress/wp-content/uploads/lydia-hearst.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Chris Hardwick),Sacred Heart University,$100 Million,Graduate
Elle Macpherson,57,Australia,models,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/04/Elle_Macpherson.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorced (Jeffrey Soffer),,$95 Million,
Tyra Banks,47,United states,models,https://static3.therichestimages.com/wordpress/wp-content/uploads/2012/06/tyra-banks.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Single,"Immaculate Heart High School, JB Middle School ",$90 Million,high school
Christie Brinkley,67,United states,models,https://static3.therichestimages.com/wordpress/wp-content/uploads/christie-brinkley-774871.gif?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorced (Peter Cook),Le Lycée Français de Los Angeles,$80 Million,Graduate
Adriana Lima,39,Brazil,models,https://static2.therichestimages.com/wordpress/wp-content/uploads/2011/05/adriana_lima_victorias_secret.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Marko Jarić (m. 2009),,$75 Million,
Kate Moss,47,United kingdom,models,https://static1.therichestimages.com/wordpress/wp-content/uploads/2011/03/kate_moss.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Jamie Hince),"Ridgeway Primary School, Riddlesdown Collegiate",$72 Million,Graduate
Heidi Klum,47,United states,models,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/04/heidi-klum1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorced (Seal),,$70 Million,
Claudia Schiffer,50,Germany,models,https://static0.therichestimages.com/wordpress/wp-content/uploads/2011/05/claudia-schiffer-6-6-08.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Matthew Vaughn),,$55 Million,
Twiggy,71,United kingdom,models,https://static2.therichestimages.com/wordpress/wp-content/uploads/2013/10/t11.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married,Brondesbury and Kilburn High School,$50 Million,high school
Monica Bellucci,56,Italy,models,https://static3.therichestimages.com/wordpress/wp-content/uploads/2012/01/Monica-Bellucci1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorced (Vincent Cassel),University of Perugia,$45 Million,Graduate
Daisy Fuentes,54,United states,models,https://static0.therichestimages.com/wordpress/wp-content/uploads/2011/07/Daisy-Fuentes.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorced (Timothy Adams),"Bergen Community College, Harrison High School",$45 Million,Graduate
Brigitte Bardot,86,France,models,https://static2.therichestimages.com/wordpress/wp-content/uploads/2011/07/Brigitte-Bardot.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Bernard d' Ormale),,$45 Million,
Naomi Campbell,50,United kingdom,models,https://static1.therichestimages.com/wordpress/wp-content/uploads/2011/06/Naomi-Campbell_22.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Single,"Italia Conti Academy of Theatre Arts,  Barbara Speake Stage School",$45 Million,Graduate
Erica Baxter,43,Australia,models,https://static1.therichestimages.com/wordpress/wp-content/uploads/2013/10/eb3.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorced (James Packer),,$45 Million,
Alessandra Ambrosio,40,Brazil,models,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/05/Alessandra_Ambrosio.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Engaged (Jamie Mazur),,$45 Million,
Kiera Chaplin,38,United kingdom,models,https://static1.therichestimages.com/wordpress/wp-content/uploads/2011/05/Kiera-Chaplin2.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,N/A,N/A,$42 Million,Graduate
Katie Price,42,United kingdom,models,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/06/katie-price-jan-2013-four2.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorced (Peter Andre), Blatchington Mill School,$40 Million,Graduate
Aishwarya Rai,47,India,models,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/06/Aishwarya-Rai.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Abhishek Bachchan),"Raheja College,  DG Ruparel College (HSC), Jai Hind Colleg, Arya Vidya Mandir High School",$35 Million,Graduate
Natalia Vodianova,39,Russia,models,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/05/Natalia_Vodianova.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorced (Justin Portman),,$35 Million,
Elizabeth Hurley,55,United kingdom,models,https://static2.therichestimages.com/wordpress/wp-content/uploads/2011/04/elizabeth-hurley.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorced (Arun Nayar),Harriet Costello School,$35 Million,Graduate
Erin Wasson,39,United states,models,https://static2.therichestimages.com/wordpress/wp-content/uploads/2011/04/Erin-Wasson.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Single,,$30 Million,
Gigi Hadid,25,United states,models,https://static3.therichestimages.com/wordpress/wp-content/uploads/2021/04/Gigi-Hadid-Net-Worth.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Single,Malibu High School,$29 Million,high school
Vanessa L. Williams,58,United states,models,https://static3.therichestimages.com/wordpress/wp-content/uploads/vanessa-williams-picture-1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Jim Skrip),Syracuse University,$28 Million,Graduate
Bar Refaeli,35,N/A,models,https://static3.therichestimages.com/wordpress/wp-content/uploads/Bar-Refaeli3.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Adi Ezra),,$25 Million,
Rebecca Romijn,47,United states,models,https://static3.therichestimages.com/wordpress/wp-content/uploads/2014/04/romijn1a2611.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Jerry O'Connell),University of California at Santa Cruz,$25 Million,Graduate
Bar Rafaeli,35,N/A,models,https://static2.therichestimages.com/wordpress/wp-content/uploads/2011/05/bar_refaeli.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Adi Ezra),,$25 Million,
Iman,65,United states,models,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/04/iman.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,,$25 Million,
Diane Kruger,44,Germany,models,https://static0.therichestimages.com/wordpress/wp-content/uploads/2018/11/Diane-Kruger.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorced (Guillaume Canet),Royal Ballet in London,$24 Million,Graduate
Richest Young Models In U.K - Wealthy UK Models,N/A,N/A,models,https://static0.therichestimages.com/wordpress/wp-content/uploads/2012/04/Rosie-Huntington-Whiteley.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,,$24 Million,
Cheryl Tiegs,73,United states,models,https://static1.therichestimages.com/wordpress/wp-content/uploads/Cheryl-Tiegs.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorced (Rod Stryker),"California State University - Los Angeles, Alhambra High School",$24 Million,Graduate
Liu Wen,32,China,models,https://static2.therichestimages.com/wordpress/wp-content/uploads/2015/01/Liu-Wen.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Single,,$23 Million,
Karlie Kloss,28,United states,models,https://static1.therichestimages.com/wordpress/wp-content/uploads/Karlie-Kloss.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Single,"Gallatin School of Individualized Study, Webster Groves High School",$21 Million,high school
Devon Aoki,38,Japan,models,https://static1.therichestimages.com/wordpress/wp-content/uploads/Devon-Aoki.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Engaged to James Bailey,,$20 Million,
Elisabetta Gregoraci,41,Italy,models,https://static2.therichestimages.com/wordpress/wp-content/uploads/2013/02/Elisabetta-Gregoraci.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Flavio Briatore),,$20 Million,
Kate Upton,28,United states,models,https://static1.therichestimages.com/wordpress/wp-content/uploads/2013/01/kate-upton.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,In a relationship (Justin Verlander),"Holy Trinity Episcopal Academy, University of Michigan",$20 Million,Graduate
Linda Hogan,61,United states,models,https://static2.therichestimages.com/wordpress/wp-content/uploads/2018/05/Linda-Hogan.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorced (Hulk Hogan),Chatsworth High School in California,$20 Million,high school
Shannon Tweed,64,Canada,models,https://static2.therichestimages.com/wordpress/wp-content/uploads/2011/07/Shannon-Tweed.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Engaged (Gene Simmons),Mount Royal Collegiate Institute,$20 Million,Graduate
Holly Valance,36,Australia,models,https://static3.therichestimages.com/wordpress/wp-content/uploads/2013/11/Holly-Valance.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Nick Candy),,$20 Million,
Riley Keough,31,United states,models,https://static2.therichestimages.com/wordpress/wp-content/uploads/2013/11/rk1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Engaged to Alex Pettyfer,,$20 Million,
Barbi Benton,71,United states,models,https://static0.therichestimages.com/wordpress/wp-content/uploads/tumblr_le61xiwtUo1qarn5zo1_500.gif?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (George Gradow),Rio Americano High Schoo,$20 Million,Graduate
Carolyn Murphy,46,United states,models,https://static0.therichestimages.com/wordpress/wp-content/uploads/2011/05/Carolyn-Murphy.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorced (Jake Schroeder),,$20 Million,
Molly Sims,47,United states,models,https://static2.therichestimages.com/wordpress/wp-content/uploads/2011/04/molly-sims.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Scott Stuber),Murray High School,$20 Million,high school
Marisa Miller,42,United states,models,https://static2.therichestimages.com/wordpress/wp-content/uploads/2019/02/Marisa-Miller.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Griffin Guess),Aptos High and Monte Vista Christian School,$20 Million,Graduate
Doutzen Kroes,36,N/A,models,https://static2.therichestimages.com/wordpress/wp-content/uploads/Doutzen_Kroes_Net_Worth.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Sunnery James Gorré),,$19 Million,
Miranda Kerr,37,Australia,models,https://static1.therichestimages.com/wordpress/wp-content/uploads/Miranda-Kerr1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Engaged (Evan Spiegel),All Hallows' School ,$18 Million,Graduate
Linda Evangelista,55,Canada,models,https://static2.therichestimages.com/wordpress/wp-content/uploads/2011/07/Linda-Evangelista.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorced (Gérald Marie),Denis Morris Catholic High School,$18 Million,high school
Niki Taylor,46,United states,models,https://static0.therichestimages.com/wordpress/wp-content/uploads/2019/02/Niki-Taylor.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Burney Lamar),Cooper City High School,$18 Million,high school
Torrie Wilson,44,United states,models,https://static2.therichestimages.com/wordpress/wp-content/uploads/2014/01/Torrie-Wilson-hd-Wallpaper_1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorced (Billy Kidman),,$18 Million,
Cara Delevingne,27,United kingdom,models,https://static2.therichestimages.com/wordpress/wp-content/uploads/2013/12/cara-delevingne-7.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Single,"Bedales School, Francis Holland School",$18 Million,Graduate
Olga Kurylenko,41,France,models,https://static3.therichestimages.com/wordpress/wp-content/uploads/2013/10/ok1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorced,,$18 Million,
Christy Turlington,52,United states,models,https://static0.therichestimages.com/wordpress/wp-content/uploads/Christy_Turlington_LF.gif?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Edward Burns),,$18 Million,
Tera Patrick,44,United states,models,https://static2.therichestimages.com/wordpress/wp-content/uploads/2011/05/Tera-Patrick-001.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Single,Boise State University,$17 Million,Graduate
David Gandy,41,United kingdom,models,https://static3.therichestimages.com/wordpress/wp-content/uploads/David-Gandy.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,University of Gloucestershire,$16 Million,Graduate
Carmen Electra,48,United states,models,https://static0.therichestimages.com/wordpress/wp-content/uploads/Carmen-Electra2.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,"Separated (Dennis Rodman, Dave Navarro)","Princeton High School, Sharonville, School of Creative & Performing Arts",$16 Million,high school
Daria Werbowy,37,Canada,models,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/05/Daria-Werbowy-1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,Cawthra Park Secondary School,$16 Million,Graduate
Jerry Hall,64,N/A,models,https://static1.therichestimages.com/wordpress/wp-content/uploads/Jerry-Hall.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorced to Mick Jagger,,$15 Million,
Marcus Schenkenberg,52,N/A,models,https://static1.therichestimages.com/wordpress/wp-content/uploads/2019/02/Marcus-Schenkenberg.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Single,,$15 Million,
Eva Mendes,47,United states,models,https://static1.therichestimages.com/wordpress/wp-content/uploads/Eva-Mendes.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,"Hoover High School, California State University (left)",$15 Million,Graduate
Cindy Margolis,55,United states,models,https://static0.therichestimages.com/wordpress/wp-content/uploads/Cindy-Margolis3.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Seperated (Guy Starkman),"California State University, Northridge",$15 Million,Graduate
Samara Martins,25,N/A,models,https://static2.therichestimages.com/wordpress/wp-content/uploads/Samara_Martins_Net_Work.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,,$15 Million,
Yolanda Foster,57,N/A,models,https://static2.therichestimages.com/wordpress/wp-content/uploads/2012/06/Yolanda-Hadid.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,"Spouse: David Foster (m. 2011), Mohamed Hadidi (m. 2003–2011)",,$15 Million,
Fabio,60,Italy,models,https://static3.therichestimages.com/wordpress/wp-content/uploads/2013/12/Fabio.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,,$15 Million,
Stephanie Seymour,52,United states,models,https://static1.therichestimages.com/wordpress/wp-content/uploads/2013/11/ss14.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married to Peter Brant; Divorced from Tommy Andrews,,$15 Million,
Carla Bruni-Sarkozy,53,France,models,https://static2.therichestimages.com/wordpress/wp-content/uploads/2011/05/carla-bruni-sarkozy.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Nicolas Sarkozy),BA Architecture - Sorbonne,$15 Million,Graduate
Tyson Beckford,50,United states,models,https://static0.therichestimages.com/wordpress/wp-content/uploads/Tyson-Beckford.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Single,Pittsford Mendon High School ,$14 Million,high school
Natasha Poly,35,Russia,models,https://static0.therichestimages.com/wordpress/wp-content/uploads/Natasha-Poly.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Peter Bakker),,$14 Million,
Lily Cole,33,United kingdom,models,https://static0.therichestimages.com/wordpress/wp-content/uploads/2011/05/lily-cole.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,In a relationship (Kwame Ferreira),"King's College, Cambridge ",$14 Million,Graduate
Lara Stone,37,N/A,models,https://static1.therichestimages.com/wordpress/wp-content/uploads/2011/05/lara-stone.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorced (David Walliams),,$14 Million,
Petra Nemcova,40,N/A,models,https://static0.therichestimages.com/wordpress/wp-content/uploads/2019/06/Petra-Nemcova.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Single,Cambridge University and London Business School,$13 Million,Graduate
Gigi Hadid,24,United states,models,https://static3.therichestimages.com/wordpress/wp-content/uploads/2021/04/Gigi-Hadid-Net-Worth.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Single,Malibu High School,$13 Million,high school
Joan Smalls,31,N/A,models,https://static2.therichestimages.com/wordpress/wp-content/uploads/2014/12/joan-smalls-attending-the-19.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Single,Interamerican University of Puerto Rico ,$13 Million,Graduate
Rosie Huntington-Whiteley,33,United kingdom,models,https://static3.therichestimages.com/wordpress/wp-content/uploads/Rosie_Huntington-Whiteley_Net_Worth.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Single,"Tavistock College, Milton Abbot Primary School",$13 Million,Graduate
Djimon Hounsou,55,United states,models,https://static1.therichestimages.com/wordpress/wp-content/uploads/Djimon-Hounsou.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Separated (Kimora Lee Simmons),,$12 Million,
Bella Hadid,23,United states,models,https://static2.therichestimages.com/wordpress/wp-content/uploads/2019/03/Bella-Hadid.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Single,Parsons School of Design (BA Photography),$12 Million,Graduate
