Name,age,country,category,image,marital_status,Education,net_worth,Degree,age_bucket,first_name,Gender
Baron Davis,42.0,United states,basketball-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/davis2.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"University of California, Los Angeles",60,Graduate,2,Baron,male
Jerry Stackhouse,46.0,United states,basketball-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/Jerry-Stackhouse2.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of North Carolina,60,Graduate,2,Jerry,male
Joe Johnson,39.0,United states,basketball-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/Joe-Johnson2.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,University of Arkansas,60,Graduate,1,Joe,male
Josh Smith,34.0,United states,basketball-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2015/06/Josh-Smith.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Oak Hill Academy,60,Graduate,1,Josh,male
Mike Bibby,41.0,United states,basketball-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2013/11/mb14.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of Arizona,60,Graduate,2,Mike,male
Luol Deng,35.0,United kingdom,basketball-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/05/Luol-Deng.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,"Duke University, St Mary's Roman Catholic High School, Croydon, Blair Academy",60,Graduate,1,Luol,others
Kevin Martin,36.0,United states,basketball-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2014/11/Kevin-Martin.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Western Carolina University,57.6,Graduate,1,Kevin,male
Lamar Odom,41.0,United states,basketball-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2011/12/Lamar_Odom.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of Nevada at Las Vegas,56,Graduate,2,Lamar,male
Deron Williams,36.0,United states,basketball-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2018/07/Deron-Williams-2.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of Illinois,55,Graduate,1,Deron,male
Tyson Chandler,38.0,United states,basketball-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/Tyson-Chandler2.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Dominguez High School,55,high school,1,Tyson,male
Allan Houston,49.0,United states,basketball-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2011/07/allan-houston.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"University of Tennessee, Ballard High School",55,Graduate,2,Allan,male
Jerry West,82.0,United states,basketball-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/Jerry-West.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,West Virginia University,55,Graduate,4,Jerry,male
Paul Millsap,34.0,United states,basketball-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2015/07/Paul-Millsap.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,Louisiana Tech University,53,Graduate,1,Paul,male
Rajon Rondo,35.0,United states,basketball-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/Rajon-Rondo2.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Louisville Eastern High School, Oak Hill Academy, University of Kentucky",51,Graduate,1,Rajon,others
Ray Allen,45.0,United states,basketball-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/Ray-Allen.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"University of Connecticut, Hillcrest High School ",50,Graduate,2,Ray,male
Richard Jefferson,40.0,United states,basketball-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2019/06/Richard-Jefferson.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"University of Arizona, Moon Valley High School",50,Graduate,1,Richard,male
Scottie Pippen,55.0,United states,basketball-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/pippen2.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of Central Arkansas,50,Graduate,2,Scottie,male
Andre Iguodala,37.0,United states,basketball-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2019/01/Andre-Iguodala.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of Arkansas,50,Graduate,1,Andre,male
Doug Christie,50.0,United states,basketball-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2011/01/Doug-Christie.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Pepperdine University,50,Graduate,2,Doug,male
Ben Wallace,45.0,,basketball-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2013/12/Ben_Wallace.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Cuyahoga Community College and Virginia Union University,50,Graduate,2,Ben,male
Roy Hibbert,33.0,United states,basketball-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2015/07/Roy-Hibbert.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Georgetown University,48,Graduate,1,Roy,male
Jose Calderon,38.0,Spain,basketball-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2015/07/José-Calderón.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Spain's National Conservatory, Cristina Rota's New York School",48,,1,Jose,male
Eric Gordon,31.0,United states,basketball-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2014/11/Eric-Gordon.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,Indiana University,45.6,Graduate,1,Eric,male
Vlade Divac,53.0,,basketball-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/Vlade-Divac2.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,45,,2,Vlade,male
John Stockton,59.0,United states,basketball-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/John-Stockton2.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Gonzaga University, Gonzaga Preparatory School ",45,Graduate,2,John,male
Jamal Mashburn,48.0,United states,basketball-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/Jamal-Mashburn2.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"University of Kentucky, Cardinal Hayes High School",45,Graduate,2,Jamal,male
Shawn Kemp,51.0,United states,basketball-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/Shawn-Kemp1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Concord High School, Trinity Valley Community College, University of Kentucky",45,Graduate,2,Shawn,male
Larry Bird,64.0,United states,basketball-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/Larry-Bird3.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,"Indiana State University, Springs Valley High School",45,Graduate,3,Larry,male
Stephon Marbury,44.0,United states,basketball-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/Stephon-Marbury-2.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Georgia Institute of Technology, Abraham Lincoln High School ",45,high school,2,Stephon,male
Chauncey Billups,44.0,United states,basketball-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/Chauncey-Billups.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of Colorado,45,Graduate,2,Chauncey,male
Andrew Bynum,33.0,United states,basketball-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/Andrew-Bynum2.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,St. Joseph High School,45,high school,1,Andrew,male
Andris Biedrins,33.0,,basketball-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2015/09/Andris-Biedrins.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,45,,1,Andris,male
Danny Grainger,36.0,United states,basketball-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2015/06/Danny-Granger.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of New Mexico,45,Graduate,1,Danny,male
Michael Redd,41.0,United states,basketball-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2019/02/Michael-Redd.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Ohio State University,45,Graduate,2,Michael,male
Jason Richardson,40.0,United states,basketball-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2013/12/Jason_Richardson.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Michigan State University,45,Graduate,1,Jason,male
Peja Stojakovic,43.0,,basketball-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2013/12/Peja_Stojakovic_Mavs.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,45,,2,Peja,others
Jameer Nelson,37.0,United states,basketball-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2015/07/Jameer-Nelson.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Saint Joseph's University,44,Graduate,1,Jameer,others
Derek Fisher,46.0,United states,basketball-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/derek-fisher2.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of Arkansas at Little Rock ,40,Graduate,2,Derek,male
Anfernee Penny Hardaway,49.0,United states,basketball-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/Anfernee-Penny-Hardaway2.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of Memphis,40,Graduate,2,Anfernee,others
Jason Terry,43.0,United states,basketball-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2018/10/Jason-Terry.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of Arizona,40,Graduate,2,Jason,male
Rudy Gay,34.0,United states,basketball-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2018/09/Rudy-Gay.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"University of Connecticut, Archbishop Spalding High School, Eastern Technical High School",40,Graduate,1,Rudy,male
Jacqueline Mars,80.0,United states,businesswomen,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/09/jacqueline-mars_forbes_2011.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,Bryn Mawr College,41600.0,Graduate,3,Jacqueline,female
Maria Franca Fissolo,53.0,Italy,businesswomen,https://static0.therichestimages.com/wordpress/wp-content/uploads/2015/04/Maria-Franca-Fissolo.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of Perugia,33400.0,,2,Maria,female
Maria-Elisabeth and Georg Schaeffler,79.0,Germany,businesswomen,https://static0.therichestimages.com/wordpress/wp-content/uploads/maria-elisabeth-georg-schaeffler_416x416.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Hurtwood House school,26100.0,,3,Maria-Elisabeth,others
Yang Huiyan,39.0,China,businesswomen,https://static0.therichestimages.com/wordpress/wp-content/uploads/2019/02/Yang-Huiyan.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Ohio State University,23600.0,Graduate,1,Yang,female
Laurene Powell Jobs,57.0,United states,businesswomen,https://static2.therichestimages.com/wordpress/wp-content/uploads/Laurene-Powell-Jobs1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"University of Pennsylvania (B.A.), Wharton School of the University of Pennsylvania (B.S.), and Stanford Graduate School of Business (M.B.A.)",21200.0,Graduate,2,Laurene,others
Susanne Klatten,58.0,Germany,businesswomen,https://static3.therichestimages.com/wordpress/wp-content/uploads/2013/11/Susanne-Hanna-Ursla-Klatten.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of Buckingham and from International Institute for Management and Development,19000.0,Graduate,2,Susanne,female
Charlene de Carvalho-Heineken,66.0,,businesswomen,https://static1.therichestimages.com/wordpress/wp-content/uploads/2011/05/Charlene-de-Carvalho.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of Leiden,17300.0,Graduate,3,Charlene,female
Abigail Johnson,59.0,United states,businesswomen,https://static0.therichestimages.com/wordpress/wp-content/uploads/abigailjohnson1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married," Harvard Business School, Hobart and William Smith Colleges, Harvard University, Buckingham Browne & Nichols",17200.0,Graduate,2,Abigail,female
Anne Cox Chambers,101.0,United states,businesswomen,https://static2.therichestimages.com/wordpress/wp-content/uploads/OR0X.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Bachelor of Arts / Science, Finch College",17000.0,Graduate,4,Anne,female
Gina Rinehart,67.0,Australia,businesswomen,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/07/gina-rinehart.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"St Hilda's Anglican School for Girls, University of Sydney",16200.0,Graduate,3,Gina,female
Iris Fontbona,53.0,,businesswomen,https://static1.therichestimages.com/wordpress/wp-content/uploads/Iris-Fontbona.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,16000.0,,2,Iris,female
Elaine Tettemer Marshall,82.0,United states,businesswomen,https://static2.therichestimages.com/wordpress/wp-content/uploads/2012/10/elaine-marshall_416x416.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Syracuse University,15400.0,,4,Elaine,female
Birgit Rausing,53.0,,businesswomen,https://static2.therichestimages.com/wordpress/wp-content/uploads/2013/06/Birgit-Rausing.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,12600.0,,2,Birgit,female
The Olayan Family,53.0,,businesswomen,https://static0.therichestimages.com/wordpress/wp-content/uploads/2011/06/Lubna_S._Olayan_World_Economic_Forum_2013.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,,12000.0,,2,The,female
Pollyanna Chu,53.0,,businesswomen,https://static2.therichestimages.com/wordpress/wp-content/uploads/2013/09/04_Pollyanna_Chu.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Golden Gate University,11000.0,Graduate,2,Pollyanna,others
Massimiliana Landini Aleotti,53.0,Italy,businesswomen,https://static0.therichestimages.com/wordpress/wp-content/uploads/2022/03/Tory.png?q=50&fit=crop&w=320&h=160&dpr=1.5 ,married,University of Perugia,10600.0,,2,Massimiliana,female
Beate Heister,53.0,Germany,businesswomen,https://static0.therichestimages.com/wordpress/wp-content/uploads/2015/10/Beate-Heister.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Hurtwood House school,10400.0,,2,Beate,female
Tan Siok Tjien,53.0,,businesswomen,https://static1.therichestimages.com/wordpress/wp-content/uploads/2022/02/Ellen-DeGeneres-And-Portia-de-Rossi.jpg?q=50&fit=crop&w=320&h=160&dpr=1.5 ,married,,10200.0,,2,Tan,male
Pamela Mars-Wright,60.0,United states,businesswomen,https://static3.therichestimages.com/wordpress/wp-content/uploads/2016/09/pamela2.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Vassar College,9590.0,Graduate,2,Pamela,female
Victoria Mars,53.0,United states,businesswomen,https://static0.therichestimages.com/wordpress/wp-content/uploads/2016/09/Victoria-Mars.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,"Yale University, Wharton School of Business",9590.0,Graduate,2,Victoria,female
Blair Parry-Okeden,68.0,Australia,businesswomen,https://static1.therichestimages.com/wordpress/wp-content/uploads/2019/02/Blair-Parry-Okeden.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,"University of Denver (Bachelor of Arts / Science), High School (La Pietra: Hawaii School for Girls)",9310.0,Graduate,3,Blair,female
Savitri Jindal,71.0,India,businesswomen,https://static3.therichestimages.com/wordpress/wp-content/uploads/savitri-jindal.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"BEc/Hansraj College, Jamia Millia Islamia",8260.0,,3,Savitri,female
Sandra Ortega Mera,53.0,Spain,businesswomen,https://static0.therichestimages.com/wordpress/wp-content/uploads/2015/04/Sandra-Ortega-Mera.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Universidad de Santiago ,7910.0,Graduate,2,Sandra,female
Shari Arison,53.0,United states,businesswomen,https://static0.therichestimages.com/wordpress/wp-content/uploads/2011/05/shari-arison_485x340.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,Syracuse University,7650.0,,2,Shari,female
Kirsten Rausing,68.0,,businesswomen,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/05/Kirsten-Rausing.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,,7140.0,,3,Kirsten,female
Antonia Johnson,77.0,,businesswomen,https://static3.therichestimages.com/wordpress/wp-content/uploads/Antonia_Johnson_forbes_2011.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Radcliffe College, Stockholm University",6820.0,Graduate,3,Antonia,female
Vivien Chen,53.0,China,businesswomen,https://static0.therichestimages.com/wordpress/wp-content/uploads/2017/04/Vivien-Chen.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,Shenzhen University,6480.0,,2,Vivien,female
Margarita Louis-Dreyfus,58.0,France,businesswomen,https://static3.therichestimages.com/wordpress/wp-content/uploads/2013/09/margarita-louis-dreyfus.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Moscow State University,6070.0,Graduate,2,Margarita,female
Maria Helena de Moraes,89.0,Brazil,businesswomen,https://static3.therichestimages.com/wordpress/wp-content/uploads/2017/03/Maria-Helena-de-Moraes.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"The University of Texas at Austin, Universidade Federal do Rio de Janeiro",5950.0,,4,Maria,female
Eva Gonda de Rivera,53.0,,businesswomen,https://static3.therichestimages.com/wordpress/wp-content/uploads/2015/02/eva_gonda_buena.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Monterrey Institute of Technology,5910.0,Graduate,2,Eva,female
Margaretta Taylor,77.0,United states,businesswomen,https://static0.therichestimages.com/wordpress/wp-content/uploads/2017/04/Margaretta-Taylor.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Syracuse University,5860.0,,3,Margaretta,female
